age,attendance_percent,avg_marks,prev_failures,parents_education,family_income,extracurricular,behavior_issues,dropout
18,63.5,84.1,0,4,5,8,3,0
18,67.8,96.9,1,2,3,3,2,0
17,65.4,62.1,0,2,3,1,0,0
20,100.0,100.0,0,6,2,3,0,1
18,78.2,73.7,1,0,1,1,1,0
21,80.2,82.1,2,1,1,6,0,0
17,80.9,88.1,1,4,1,2,0,1
18,69.3,42.4,0,4,2,5,0,0
20,100.0,49.9,0,3,2,4,1,0
16,86.2,49.2,1,3,2,4,1,1
16,80.6,91.4,0,6,2,7,1,0
25,63.4,63.9,1,4,5,3,4,0
24,62.6,100.0,0,5,1,3,1,0
22,75.4,70.1,2,0,3,4,0,1
16,69.5,40.6,0,2,1,1,1,0
23,64.0,56.6,0,3,2,0,0,1
18,74.4,72.3,2,2,1,2,3,0
23,76.8,80.3,0,1,2,3,0,0
20,82.1,50.3,0,2,1,1,4,0
16,72.4,81.4,1,3,0,1,1,1
22,64.9,86.7,0,4,4,5,2,0
20,65.4,57.2,0,5,1,2,1,0
21,98.2,100.0,0,0,2,3,3,0
21,61.2,59.3,0,3,2,2,1,0
23,85.4,50.0,0,1,2,1,1,0
24,87.8,39.4,1,3,3,3,1,0
17,78.2,94.4,1,3,2,2,2,0
24,100.0,70.5,0,3,1,4,2,0
25,87.5,60.4,0,5,0,1,0,0
24,100.0,40.5,2,5,3,3,0,0
25,70.2,62.2,3,4,2,2,0,0
25,70.5,100.0,0,5,4,2,1,0
22,87.9,27.1,1,4,2,4,2,0
16,76.1,57.4,1,5,3,0,0,0
22,100.0,100.0,0,4,4,1,1,0
25,85.1,95.0,0,3,3,0,1,0
20,64.3,58.6,0,4,2,3,2,0
21,53.9,74.1,1,0,2,1,1,1
25,78.8,79.3,1,4,2,3,0,1
22,78.7,72.7,1,6,2,2,3,0
20,84.7,100.0,0,4,1,4,0,0
22,98.2,76.8,1,0,3,4,2,0
24,96.2,92.7,1,3,1,2,0,1
18,71.3,73.6,2,5,0,6,0,0
23,60.6,29.4,0,6,3,3,2,0
17,61.5,46.2,1,3,1,5,2,0
22,68.9,50.3,0,5,3,0,1,1
17,74.5,65.0,1,5,4,3,1,0
19,84.6,100.0,1,1,4,4,1,0
22,68.0,77.2,0,5,3,5,0,1
18,84.2,67.9,1,3,2,2,2,0
17,85.4,94.8,0,4,2,3,2,0
25,82.2,41.0,1,3,2,4,2,0
22,63.1,60.2,0,4,1,5,1,0
16,87.0,57.3,1,4,2,3,1,0
23,100.0,78.0,2,3,3,1,1,0
18,83.7,87.9,0,5,1,2,1,0
17,35.7,79.4,0,5,1,1,1,0
18,98.6,79.7,0,5,3,2,3,1
20,69.5,62.8,0,3,1,4,0,0
23,100.0,76.4,0,0,1,0,0,0
25,81.7,53.2,1,3,0,7,1,0
22,54.7,83.5,2,5,3,1,0,1
22,49.0,60.0,2,2,3,1,2,0
22,100.0,47.6,0,7,3,2,0,0
23,96.6,70.8,1,5,1,1,2,1
16,100.0,31.7,1,4,3,2,1,0
19,80.2,99.5,0,4,2,0,0,0
21,79.2,85.9,0,4,2,4,2,1
24,74.3,76.7,0,4,2,4,1,0
17,70.1,37.5,1,3,2,4,0,0
16,74.1,56.0,0,5,2,6,0,0
25,83.3,70.8,1,4,3,1,1,0
17,67.3,64.7,0,5,1,4,1,1
22,55.0,36.2,3,5,2,2,1,0
18,82.4,43.7,0,1,2,4,1,0
25,67.0,64.3,1,1,2,1,1,0
17,31.4,44.3,0,5,2,2,1,0
22,88.3,97.4,0,2,4,0,1,0
17,63.4,79.9,1,4,4,4,0,0
18,89.9,53.9,3,3,3,1,1,1
22,89.6,93.4,0,0,3,6,1,1
19,84.3,89.4,0,0,0,3,0,0
16,100.0,75.8,0,5,3,1,0,0
20,77.9,69.2,0,4,2,8,0,1
24,75.7,64.0,0,3,2,2,1,0
23,90.3,59.2,1,6,1,2,1,0
24,79.2,43.3,2,2,0,0,1,1
25,97.4,100.0,0,2,0,3,4,0
24,61.0,59.6,0,5,1,4,1,0
22,61.2,70.6,0,5,0,0,2,1
19,91.5,51.8,0,3,3,2,0,0
20,62.5,64.8,0,6,1,3,0,0
16,89.1,100.0,0,6,2,2,0,0
16,85.6,55.5,0,0,4,3,1,1
18,69.6,99.0,0,2,1,2,1,0
23,85.5,69.4,0,5,4,2,1,0
17,61.5,83.6,0,3,3,3,1,0
19,65.0,94.9,0,1,2,0,0,0
17,76.4,75.4,2,5,1,2,1,1
20,81.2,63.0,1,3,0,3,0,0
24,75.4,66.3,2,3,2,1,1,0
16,86.5,67.0,0,2,1,2,2,0
20,85.8,100.0,0,4,1,0,2,0
24,100.0,40.3,0,4,0,3,0,1
16,78.6,34.6,0,2,2,4,0,0
24,97.9,35.9,1,3,1,4,1,1
23,93.8,52.1,0,4,3,0,0,1
19,100.0,84.0,0,6,1,2,3,0
25,78.1,85.2,0,6,3,1,1,0
20,73.7,57.8,0,2,1,2,3,0
20,98.9,69.4,3,4,3,0,3,1
21,85.8,47.7,0,5,2,1,1,0
22,99.2,49.5,1,5,2,2,0,0
23,90.8,81.6,0,4,0,3,2,0
23,48.4,91.0,3,0,2,5,0,0
17,85.6,60.5,0,5,1,5,1,0
24,84.7,100.0,1,1,2,2,0,1
22,82.0,89.3,0,1,1,2,1,0
19,78.0,100.0,1,4,2,1,0,0
19,56.1,64.0,0,7,1,1,0,0
23,93.1,100.0,0,2,1,2,1,0
19,85.6,100.0,2,4,2,0,4,0
21,96.5,61.7,3,3,5,1,0,1
20,56.9,66.9,0,5,2,2,1,1
18,87.6,51.0,1,4,3,3,1,0
25,76.5,47.1,0,2,2,4,0,1
17,82.2,47.3,1,2,2,0,1,0
24,76.7,53.8,1,3,0,2,2,1
25,88.2,75.5,0,1,1,3,0,1
24,77.6,54.6,2,1,4,1,2,0
16,64.2,74.9,1,4,2,1,2,0
25,81.3,75.3,0,3,3,5,0,1
18,76.8,60.6,1,4,2,0,1,0
23,78.7,68.7,0,1,2,4,1,0
21,32.2,59.4,1,4,2,4,1,1
20,90.2,63.8,1,3,2,4,1,0
20,75.3,53.8,0,1,1,4,0,1
21,59.8,71.7,1,3,2,6,2,0
22,93.8,58.0,0,1,2,2,1,0
16,89.5,46.7,0,5,5,3,2,0
24,75.1,81.9,0,4,2,0,0,0
18,62.7,82.5,0,4,3,1,2,1
19,82.7,92.2,1,1,1,3,1,0
25,81.8,49.5,0,2,0,3,2,0
16,93.9,60.4,0,3,4,2,1,0
25,73.3,74.6,1,4,3,2,1,1
18,97.9,60.0,0,2,2,4,0,1
17,71.9,81.4,0,0,2,3,2,0
17,59.8,80.0,0,3,1,3,1,0
16,63.0,79.6,1,3,3,2,4,0
23,79.1,99.2,0,2,0,1,1,1
18,79.0,82.9,0,3,3,1,1,1
18,84.9,73.1,0,3,2,3,1,0
21,78.6,66.1,1,3,1,2,1,1
23,94.7,67.5,0,3,4,2,2,0
24,76.1,48.7,3,4,5,1,0,0
24,50.1,34.7,1,0,1,1,1,0
19,78.2,79.3,2,2,4,1,1,0
20,49.9,94.5,0,3,3,3,1,0
17,84.1,63.4,0,3,3,3,1,0
24,95.9,100.0,2,3,5,1,1,0
23,65.2,66.5,0,5,2,6,1,0
18,100.0,30.9,0,5,3,1,0,0
24,92.6,88.4,0,2,4,3,2,0
18,98.1,60.4,3,5,2,1,0,1
24,82.8,90.2,1,3,2,3,1,0
17,65.1,44.4,0,2,2,3,1,1
25,91.7,78.2,1,7,3,0,0,0
24,70.6,54.0,0,5,3,5,1,1
23,81.8,74.0,1,7,2,0,1,0
24,77.4,85.3,0,2,2,2,2,0
20,96.9,80.7,1,1,0,5,1,0
17,91.0,71.4,0,3,0,2,0,0
23,78.8,42.4,0,4,2,0,1,0
21,50.7,84.6,0,2,2,3,0,0
23,70.5,90.6,0,5,3,5,2,0
20,90.6,49.1,1,3,2,2,1,0
25,84.2,52.1,0,3,4,3,2,0
17,57.5,91.5,0,4,1,1,1,0
21,52.9,65.8,0,4,5,2,2,0
20,82.9,52.6,0,0,1,2,1,1
20,64.1,75.5,0,7,3,4,0,0
16,65.6,57.2,0,3,2,0,0,0
17,90.1,73.2,0,1,2,3,2,0
23,98.0,61.7,0,5,1,0,2,0
18,68.7,63.4,0,7,1,2,0,0
25,79.3,92.2,2,5,3,3,2,1
18,78.9,20.6,1,5,2,1,2,1
23,77.5,81.1,0,4,5,0,1,0
23,80.6,88.9,1,6,2,3,1,0
17,91.3,57.6,1,0,5,3,0,0
23,69.9,88.8,0,5,1,4,2,0
16,57.1,50.8,1,4,1,4,1,0
21,100.0,56.8,0,0,2,1,1,0
23,96.3,54.5,1,3,4,3,2,0
18,63.4,89.0,0,3,2,4,0,1
23,82.0,35.1,0,4,1,0,2,1
16,95.2,100.0,0,1,1,1,0,0
24,91.2,63.9,3,5,2,2,2,1
24,86.9,82.3,1,1,2,4,1,1
20,77.4,80.6,0,3,2,0,1,0
25,100.0,73.0,0,5,3,4,1,0
19,83.3,58.0,0,4,3,2,2,0
21,72.3,94.8,0,3,4,2,1,0
22,93.1,59.7,0,0,2,3,0,1
20,81.4,55.4,0,4,2,3,1,1
25,85.2,87.6,2,7,5,3,2,0
24,83.0,72.9,1,6,2,10,1,0
18,87.5,97.2,0,4,2,0,1,0
22,65.3,68.7,0,1,4,1,2,0
25,58.2,57.0,2,2,0,1,2,0
25,100.0,75.5,1,2,2,2,0,0
20,83.7,61.0,1,3,0,3,1,0
22,91.6,57.6,3,2,1,4,0,0
17,53.6,86.6,1,2,0,2,2,0
19,96.0,100.0,0,4,0,1,2,0
17,72.2,65.1,0,3,2,3,2,0
22,67.9,50.5,3,4,4,1,2,0
17,79.0,66.9,0,6,2,3,1,0
16,65.3,80.3,0,4,3,3,1,0
24,80.0,75.1,0,5,2,1,1,0
16,78.0,93.9,1,5,4,3,0,0
23,95.9,83.3,3,3,4,1,3,1
17,100.0,47.9,0,0,4,5,1,0
23,100.0,60.1,0,1,4,3,3,0
18,46.0,42.4,2,2,1,5,2,1
21,66.0,92.9,0,4,2,1,2,0
18,45.9,30.2,0,6,2,3,1,1
22,62.1,44.3,2,6,2,3,0,0
25,70.3,59.8,0,0,2,2,1,0
24,86.2,81.3,0,7,0,1,1,0
17,72.2,59.6,1,3,1,0,0,1
20,72.6,62.7,0,5,4,3,0,0
21,82.7,63.1,2,2,3,3,1,0
19,54.4,73.5,0,1,1,3,2,0
19,67.4,45.6,0,3,1,1,2,0
19,72.4,51.1,0,5,3,1,0,0
17,77.0,100.0,0,2,2,2,3,0
19,81.2,78.0,1,2,2,3,1,1
16,100.0,85.2,1,6,0,4,2,1
21,93.6,71.2,2,6,1,7,1,0
16,68.5,67.2,0,0,2,1,2,1
25,76.1,79.1,1,4,3,0,2,0
21,75.1,84.6,0,3,0,2,1,0
16,72.3,86.9,1,3,2,4,1,0
21,84.1,67.5,1,3,3,1,2,1
25,52.1,89.1,0,3,3,1,3,0
23,93.2,20.7,0,3,1,1,2,1
17,100.0,87.8,0,4,3,2,0,0
17,76.0,61.5,0,3,5,2,1,0
19,75.7,81.1,3,4,4,5,1,0
18,82.4,57.0,0,4,3,1,2,1
19,95.3,43.5,0,3,3,3,2,0
22,75.1,76.8,0,1,1,4,0,1
16,94.0,40.0,1,4,3,1,3,1
21,87.3,62.0,0,5,3,2,1,0
18,100.0,53.8,0,4,2,3,0,0
25,75.1,66.5,0,4,2,6,1,0
22,50.4,85.9,1,2,3,1,0,1
25,58.5,60.2,0,4,5,3,1,0
17,80.2,76.3,1,3,1,2,0,0
17,95.4,84.8,0,6,1,1,1,0
19,70.2,57.9,0,4,3,3,2,1
16,76.5,58.1,0,2,1,2,1,0
18,90.3,97.4,0,3,2,3,0,1
24,65.5,68.4,0,5,0,1,1,0
22,70.8,80.2,0,3,2,3,1,0
22,62.5,80.0,1,3,3,5,3,1
19,97.7,46.0,0,4,0,1,1,0
17,100.0,54.8,0,5,1,1,0,0
19,56.3,77.5,2,2,2,1,1,1
21,77.9,28.7,0,4,2,0,2,0
18,100.0,65.8,1,6,3,4,0,0
16,86.0,52.7,1,6,2,2,1,0
23,72.7,92.2,0,4,2,1,2,0
20,56.8,76.9,1,7,2,0,0,1
20,97.3,93.8,0,4,0,6,0,0
19,85.4,69.2,0,3,3,3,1,0
21,57.9,67.7,0,4,0,2,2,0
18,97.8,63.9,0,1,4,3,2,0
24,56.0,59.9,0,3,2,5,1,0
20,76.7,100.0,0,3,2,4,1,0
18,76.0,86.1,0,5,3,6,1,0
16,100.0,48.7,0,5,4,1,2,1
25,76.1,100.0,0,4,4,3,1,1
21,76.0,61.9,0,3,2,2,1,0
17,59.6,76.4,0,2,1,0,1,0
18,70.4,88.8,0,3,4,4,2,1
16,67.7,39.2,0,4,0,2,1,0
24,68.5,53.5,0,2,4,6,0,1
23,80.1,100.0,2,3,3,2,0,1
17,43.5,65.5,1,3,4,3,2,0
23,57.3,90.0,0,5,4,2,4,0
24,78.3,60.9,1,5,0,5,1,0
16,81.8,68.1,0,4,3,8,1,0
20,76.5,100.0,0,3,1,3,0,0
23,79.4,78.8,2,3,0,4,0,1
17,73.9,63.1,0,1,2,3,1,1
19,79.7,56.3,2,2,0,4,0,0
22,86.5,58.2,0,2,3,3,2,1
18,86.4,94.8,0,1,5,5,1,0
20,69.7,85.3,0,2,2,5,2,1
23,93.7,47.0,0,2,1,2,2,1
25,82.4,71.7,0,1,4,4,0,0
18,98.5,68.7,0,4,4,1,0,0
19,100.0,76.3,1,7,3,4,2,0
24,58.4,57.9,0,5,3,3,2,0
22,67.1,92.0,0,0,4,1,1,0
16,92.2,70.0,0,3,1,5,0,0
19,55.0,77.5,2,5,4,3,2,0
19,100.0,54.3,0,1,4,2,0,0
24,74.8,55.3,0,5,4,3,0,1
21,88.6,100.0,3,4,1,4,3,0
24,78.3,100.0,0,6,4,3,2,0
21,59.1,68.6,0,5,2,1,1,0
21,95.8,100.0,1,4,2,1,0,0
20,100.0,94.3,1,4,4,2,1,0
20,72.3,57.5,0,2,0,0,1,0
17,75.2,55.5,0,1,2,1,2,0
23,40.3,83.4,1,3,4,2,1,1
23,100.0,75.2,0,2,4,2,3,0
16,93.7,62.0,2,1,4,5,0,1
23,54.0,84.4,0,3,1,5,0,1
20,49.0,41.2,0,5,3,5,1,1
17,50.8,72.3,0,0,1,1,1,0
17,89.7,45.2,1,2,3,0,2,0
21,91.2,45.9,2,3,1,2,2,0
24,66.1,55.9,1,3,3,3,0,0
16,87.5,77.3,2,2,2,5,2,0
21,82.4,56.5,0,6,5,3,0,0
24,74.5,45.6,0,4,2,3,0,0
23,94.6,79.5,1,3,3,3,1,0
21,61.9,99.9,2,0,2,4,0,1
18,97.2,82.8,1,3,3,6,1,0
23,69.1,100.0,1,5,2,3,1,0
24,100.0,98.2,0,2,0,4,0,0
16,64.9,60.3,0,3,3,5,0,1
24,74.7,82.6,2,0,4,3,1,0
21,80.9,68.2,0,6,1,5,1,0
21,80.8,91.2,0,1,1,6,1,0
19,87.4,68.2,1,5,3,5,2,1
16,60.7,54.2,0,3,4,2,0,0
25,79.4,97.5,1,4,1,3,1,1
23,82.1,76.4,0,4,4,1,1,0
17,72.1,56.7,1,1,4,1,2,1
16,86.1,60.0,1,3,1,6,2,0
17,59.8,56.6,0,3,1,3,0,0
16,75.1,50.0,0,1,3,3,0,0
16,68.7,60.4,0,5,5,2,1,0
24,75.1,77.5,0,0,3,2,2,0
16,100.0,71.3,0,4,2,4,0,1
19,100.0,61.2,0,3,1,1,1,1
25,99.1,99.9,0,2,2,5,2,0
21,73.1,29.8,0,4,3,1,2,0
22,93.6,76.1,0,4,2,2,1,1
17,81.7,67.1,1,3,2,4,0,1
21,80.7,50.6,0,3,1,2,0,0
22,78.8,77.3,2,2,2,3,1,1
25,100.0,65.6,1,5,0,4,0,0
25,100.0,94.9,1,3,0,4,3,0
17,91.2,87.4,1,2,4,1,0,0
17,77.4,100.0,0,5,1,0,0,1
25,80.6,60.3,1,0,2,3,0,0
22,88.0,97.9,0,2,1,3,1,0
16,72.2,46.7,2,3,1,3,1,1
23,94.1,67.8,2,5,2,2,1,0
18,66.2,60.7,0,6,1,1,2,0
21,85.9,82.0,0,4,0,3,1,0
24,45.7,81.6,0,3,4,2,0,0
21,71.7,52.0,1,4,0,2,2,0
24,100.0,83.2,0,3,0,3,2,0
22,95.5,62.4,0,2,4,0,0,0
24,100.0,53.7,0,6,1,5,0,0
17,70.0,69.8,0,1,3,0,2,1
23,81.6,40.5,3,3,1,1,1,0
23,99.2,88.6,1,5,1,3,1,0
17,89.5,68.9,0,4,2,3,2,0
19,87.6,69.3,0,0,5,1,0,0
22,100.0,68.3,0,0,0,2,1,0
19,64.4,100.0,0,3,2,0,0,0
19,77.2,100.0,1,3,0,2,0,0
21,53.7,97.0,0,3,1,2,1,0
25,63.6,68.3,0,3,4,4,0,0
21,96.1,47.7,2,7,0,4,2,0
25,66.2,69.7,2,2,4,1,0,0
18,91.0,76.3,0,3,1,2,0,0
24,100.0,86.3,0,3,4,2,0,0
25,77.3,76.2,0,2,2,1,2,0
17,87.8,49.5,1,2,4,1,1,1
21,91.1,59.3,3,6,1,5,1,0
22,61.7,57.5,0,5,3,3,1,0
24,70.8,80.8,0,2,3,1,1,1
18,64.9,81.3,2,5,2,1,0,1
25,71.9,83.9,1,2,4,1,2,0
18,90.7,76.0,3,4,3,3,3,0
22,71.1,28.8,0,1,4,1,1,1
19,79.5,35.5,0,5,2,2,1,1
23,64.4,67.2,0,1,2,3,2,0
22,98.4,72.0,0,4,4,3,1,0
20,71.8,95.1,0,5,1,2,2,1
22,100.0,71.6,0,1,2,5,0,0
18,80.9,50.5,0,3,5,4,1,0
17,58.9,83.2,2,0,2,3,3,0
21,77.4,69.7,0,4,1,0,0,1
17,64.1,62.0,1,3,2,2,0,1
18,88.8,37.7,0,4,4,2,1,0
21,76.1,71.7,1,6,5,2,3,0
20,82.4,74.6,0,3,5,1,0,0
23,74.5,50.1,1,0,3,6,3,0
24,71.7,84.9,0,4,2,4,1,0
18,65.4,83.1,0,5,1,2,4,0
25,92.5,71.0,1,6,1,2,2,0
18,77.4,70.2,0,2,0,5,1,0
18,75.3,88.9,0,3,0,4,2,0
21,77.0,77.4,2,5,4,6,0,0
16,69.8,56.0,2,5,4,1,3,1
22,75.3,66.0,0,4,2,1,0,0
16,83.1,81.1,0,2,5,3,0,0
20,64.5,29.4,0,2,5,1,1,0
25,66.7,51.4,0,1,3,4,0,0
23,100.0,83.6,3,6,2,2,2,1
19,74.6,94.2,0,2,1,3,2,0
20,71.7,90.4,0,4,2,4,0,1
19,59.8,87.9,3,4,1,2,0,1
19,92.8,72.6,0,3,2,2,1,0
23,64.2,49.4,1,3,4,3,2,0
17,79.8,66.1,0,4,2,4,2,0
16,54.4,30.1,0,3,1,0,0,1
18,92.3,96.0,0,2,2,2,3,0
24,97.7,53.7,0,3,3,1,0,1
19,87.3,59.3,0,5,1,4,1,0
25,57.0,91.2,0,6,1,5,0,0
20,92.6,37.7,0,4,5,0,1,0
17,67.6,46.2,0,5,1,2,1,0
19,62.4,75.4,0,3,4,2,1,0
17,74.2,80.4,0,4,2,2,2,0
17,73.9,68.6,0,7,2,2,1,0
19,72.4,69.2,1,3,1,3,0,0
21,99.1,95.4,0,1,3,2,1,0
22,100.0,82.7,0,6,4,2,0,0
25,59.5,80.0,1,5,1,0,1,0
18,69.7,85.5,0,3,0,3,1,0
18,82.1,64.0,1,7,1,2,0,0
25,74.2,100.0,1,3,3,2,1,0
21,86.0,23.8,0,3,2,3,2,0
18,93.7,99.2,0,4,1,2,1,0
17,91.2,88.0,3,2,2,1,3,0
23,89.1,75.0,0,4,2,3,1,1
20,100.0,71.6,1,2,4,0,3,0
16,56.2,66.9,0,1,3,2,1,1
18,100.0,92.1,0,3,1,0,2,0
25,73.8,69.2,0,4,1,3,1,1
23,91.8,55.4,0,1,2,2,0,0
19,64.6,88.0,0,6,0,3,2,0
22,66.4,100.0,1,4,3,0,2,0
25,89.9,31.5,2,2,2,5,2,0
17,51.1,100.0,1,3,2,2,0,1
22,94.8,49.3,0,5,2,0,2,0
20,98.9,50.8,2,3,3,8,0,0
20,82.7,45.1,1,2,2,5,0,0
21,82.1,70.0,2,1,4,1,2,0
24,67.5,44.4,0,3,3,1,1,1
21,90.1,46.8,1,3,3,3,4,0
23,85.2,56.2,0,4,3,3,1,1
22,66.2,72.8,0,6,1,3,3,0
24,74.1,74.7,3,2,0,1,1,1
19,77.6,94.8,0,5,4,4,1,0
17,74.1,94.4,0,6,4,4,1,0
22,59.6,90.5,2,6,3,4,2,0
21,90.5,64.8,0,6,3,4,2,0
16,76.3,33.2,2,5,1,2,1,0
24,80.2,32.7,1,4,2,1,2,1
24,71.3,90.4,0,3,5,2,1,0
17,87.1,86.9,0,3,4,0,2,1
18,83.0,57.7,1,5,2,5,4,0
20,98.2,41.2,0,3,2,0,0,0
20,87.2,49.1,2,2,2,5,1,1
16,77.0,73.5,2,1,2,1,1,1
23,68.9,73.5,0,5,2,3,1,0
23,93.0,90.9,0,5,3,6,2,0
19,75.8,61.0,2,3,0,1,1,1
22,77.4,65.1,0,2,3,2,0,1
25,77.4,92.5,0,4,3,3,2,0
18,74.0,27.5,1,0,4,3,1,1
21,77.7,76.3,2,4,4,2,1,0
25,100.0,63.3,1,3,2,1,0,0
25,64.3,84.3,0,6,3,4,0,0
24,67.8,80.3,1,3,2,0,0,1
16,100.0,56.1,1,4,5,3,2,1
20,74.4,59.9,2,4,1,3,1,0
19,73.2,24.0,3,3,4,4,1,1
23,95.5,85.0,0,2,1,1,0,1
16,58.7,74.8,1,3,1,2,0,0
24,92.3,98.0,3,6,2,3,0,0
21,80.7,62.0,0,3,3,4,1,0
19,87.0,88.3,0,4,1,3,0,1
24,86.7,48.6,2,6,2,3,3,0
20,70.6,20.0,0,5,4,1,1,0
20,95.8,68.1,0,4,1,3,1,0
20,71.7,58.7,0,4,2,2,1,0
16,86.1,49.0,0,6,2,4,1,0
16,98.6,88.0,0,6,2,1,2,1
23,100.0,94.2,0,6,3,2,2,0
23,76.0,72.1,3,4,2,5,0,1
21,86.9,66.3,1,3,5,4,1,0
19,74.6,71.3,1,1,2,2,1,1
17,100.0,56.9,0,3,4,4,3,0
17,91.7,81.3,1,6,3,1,1,0
24,81.3,39.2,1,5,4,2,0,0
20,84.7,48.5,1,3,1,0,1,0
19,86.1,54.2,0,3,1,7,1,0
25,86.6,80.8,0,3,2,2,2,0
16,76.4,64.0,1,3,4,0,3,0
22,74.1,97.2,1,4,1,1,0,1
18,77.7,86.1,1,3,5,1,2,0
21,62.9,54.0,0,2,1,2,3,0
20,90.8,82.7,0,3,1,3,3,0
20,68.0,61.8,1,2,1,4,2,0
20,64.1,79.5,0,6,2,2,2,0
16,79.8,87.0,1,3,4,1,0,0
16,78.0,92.3,3,6,1,1,3,1
18,83.7,74.0,1,2,2,1,1,0
25,71.5,100.0,0,2,1,1,0,0
19,74.1,78.8,0,4,3,1,1,0
20,90.4,72.7,1,5,1,6,2,0
17,89.5,63.9,2,4,2,3,1,1
23,88.8,57.4,0,2,3,2,2,0
17,80.5,78.4,0,0,2,2,1,0
24,82.5,72.0,0,4,1,2,0,1
17,83.5,75.2,1,1,1,1,0,0
24,70.2,79.6,1,3,3,1,1,0
22,100.0,75.1,3,4,4,4,0,0
23,100.0,100.0,0,1,4,2,1,0
17,91.9,59.4,1,1,4,4,0,1
22,73.6,78.6,0,1,5,2,2,0
21,88.1,65.4,0,7,2,6,1,0
19,94.7,20.8,1,3,2,1,1,1
22,61.7,66.1,0,6,0,2,0,0
19,100.0,51.3,0,2,2,2,0,0
17,53.9,68.7,1,5,3,4,2,1
25,90.6,69.5,0,2,4,1,1,0
22,100.0,77.7,0,3,1,6,0,0
23,78.3,59.4,0,5,2,3,0,0
17,77.7,61.9,0,5,3,2,3,1
20,90.0,84.0,2,5,2,1,1,0
16,100.0,53.8,0,5,1,1,0,0
22,75.8,33.2,1,2,3,3,0,0
23,68.3,73.1,0,3,1,3,2,0
21,73.6,91.4,0,3,4,5,2,0
20,56.7,83.8,0,5,5,5,1,1
21,93.5,73.5,2,2,2,7,0,1
17,72.3,95.0,0,6,2,1,1,1
16,76.9,91.6,1,3,3,3,1,0
22,93.6,63.4,0,4,2,6,1,0
22,74.3,75.0,3,2,0,1,0,0
25,91.4,75.8,1,3,4,0,0,1
25,64.4,68.3,1,4,2,6,2,1
17,94.4,92.7,2,3,1,1,1,1
17,85.1,67.0,1,6,2,4,2,0
16,78.7,60.0,1,4,1,2,1,0
25,82.0,20.0,0,4,1,3,4,0
23,60.7,54.0,0,5,2,2,3,0
23,81.6,43.7,1,4,2,3,0,0
16,77.9,69.2,0,4,2,3,1,0
23,61.1,44.9,0,2,5,1,2,0
24,69.9,82.2,0,3,4,3,2,0
19,78.1,92.2,0,4,0,0,3,0
16,70.9,69.4,1,5,0,1,1,0
16,43.8,50.3,0,3,3,1,1,0
18,96.1,75.7,3,2,3,1,1,0
20,77.9,100.0,2,4,4,0,1,0
20,45.9,100.0,2,1,3,1,2,0
24,100.0,41.9,0,4,1,1,4,1
25,98.6,41.1,0,4,2,3,0,0
17,74.8,36.0,3,3,4,3,1,0
17,67.4,47.3,2,5,4,4,1,0
21,86.0,75.0,1,3,1,2,1,0
24,83.0,58.9,0,4,2,0,2,0
16,88.1,53.2,0,2,1,0,1,1
24,67.4,90.8,1,3,2,4,1,0
24,96.5,80.6,0,5,0,4,1,0
24,72.9,35.9,1,2,4,2,1,1
20,90.2,89.6,1,3,3,0,1,0
24,68.0,80.1,1,3,4,3,0,0
19,100.0,80.6,0,2,5,0,0,0
17,90.4,58.6,0,2,1,2,1,0
21,100.0,66.3,3,2,3,3,1,0
19,92.4,30.5,1,6,4,2,1,0
21,71.6,87.3,1,4,2,3,2,0
18,92.4,50.0,1,3,3,3,3,0
21,93.5,52.6,1,5,2,5,2,1
17,85.6,52.3,1,0,3,6,1,1
17,89.5,100.0,0,3,2,5,0,0
24,91.4,56.6,0,2,2,4,1,0
22,65.1,88.8,0,1,1,0,1,1
18,64.0,69.5,0,5,0,2,2,1
16,68.1,53.4,0,2,0,3,2,1
23,81.9,49.8,0,5,1,1,1,1
21,76.7,57.4,2,3,2,0,1,0
22,65.4,68.5,0,0,0,2,1,0
24,91.6,82.0,0,4,1,0,3,0
20,84.2,60.6,0,4,3,3,2,0
16,82.5,59.8,1,3,3,2,2,1
25,76.1,52.4,0,2,3,1,1,1
22,74.3,46.1,0,1,4,3,1,1
20,67.4,44.4,0,6,1,3,0,0
18,94.0,89.8,1,3,1,3,0,0
24,69.4,59.4,3,1,2,1,0,0
16,83.1,61.2,3,5,4,2,4,1
16,100.0,56.7,0,2,3,4,0,0
16,75.0,63.7,1,2,2,4,0,1
18,94.4,77.4,0,2,0,2,1,0
21,88.5,60.3,0,4,3,3,1,1
25,84.7,73.6,0,1,1,2,3,0
18,86.5,98.4,0,3,2,3,0,0
23,78.6,53.6,1,5,4,4,3,0
25,80.5,61.2,0,2,2,1,0,0
17,71.8,82.8,0,3,4,3,3,1
24,80.6,99.9,0,3,2,5,1,0
18,71.2,45.2,0,4,3,4,1,0
20,95.1,36.0,1,6,4,3,1,0
25,54.5,70.0,1,3,2,4,1,0
23,87.2,67.9,1,1,3,2,2,0
17,85.0,84.0,0,3,3,1,0,0
21,83.7,81.0,0,2,4,3,0,0
20,95.4,69.3,0,4,0,1,4,0
25,75.7,91.0,3,0,2,5,1,0
24,83.8,56.4,3,2,2,1,3,0
20,54.3,74.2,1,3,4,4,2,0
17,73.8,45.7,0,2,5,2,1,1
20,92.8,69.2,0,4,1,6,0,1
19,59.9,40.8,0,1,1,6,3,0
22,82.4,47.7,2,6,4,1,1,0
